,input_queries
3753,scan personfriend group by name having count ( * )    =   1
3754,scan personfriend
3755,scan personfriend
3756,scan personfriend
3757,scan personfriend
3758,scan personfriend
3759,scan personfriend
3760,join department_stores.dept_store_chain_id-department_store_chain.dept_store_chain_id scan department_store_chain.dept_store_chain_name
3761,join department_stores.dept_store_chain_id-department_store_chain.dept_store_chain_id scan department_store_chain.dept_store_chain_name
3762,join department_stores.dept_store_chain_id-department_store_chain.dept_store_chain_id scan department_store_chain.dept_store_chain_name
3763,join department_stores.dept_store_chain_id-department_store_chain.dept_store_chain_id scan department_store_chain.dept_store_chain_name
3764,join department_stores.dept_store_chain_id-department_store_chain.dept_store_chain_id scan department_store_chain.dept_store_chain_name
3765,scan competition
3766,scan competition
3767,scan competition
3768,scan apartments
3769,join apartment_bookings.apt_id-apartments.apt_id scan apartments.apt_number
3770,join apartment_bookings.apt_id-apartments.apt_id scan apartments.apt_number
3771,scan movie
3772,scan movie
3773,scan airlines
3774,join assets.asset_id-assets.asset_id
3775,scan journalist
3776,scan journalist
3777,scan journalist
3778,scan cmi_cross_references
3779,scan cmi_cross_references
3780,scan cmi_cross_references
3781,scan ship
3782,scan accounts
3783,scan financial_transactions
3784,scan financial_transactions
3785,scan instructor group by dept_name
3786,scan instructor group by dept_name order by avg ( salary )  asc limit 1
3787,scan wine
3788,scan wine
3789,scan t1 scan t2
3790,scan grapes
3791,scan t1 scan t2
3792,scan tourist_attractions
3793,scan furniture order by market_rate desc limit 1
3794,scan furniture order by num_of_component
3795,scan checking
3796,scan savings
3797,join checking.custid-savings.balance
3798,join block.blockfloor-room.blockcode scan block.blockcode
3799,join block.blockfloor-room.blockcode scan block.blockcode
3800,join block.blockfloor-room.blockcode scan room.roomnumber
3801,scan room
3802,scan organizations
3803,scan document_locations group by location_code order by count ( * )  desc limit 1
3804,scan document_locations group by location_code order by count ( * )  asc limit 1
3805,scan document_locations order by date_in_location_from desc limit 1
3806,scan wine group by year
3807,scan wine    order  by  score  desc   limit 1
3808,scan airports group by city having count ( * )   >  1
3809,scan airports group by city having count ( * )   >  1
3810,scan airports group by city having count ( * )    =   3
3811,scan airports group by city having count ( * )    >=   4
3812,scan airports group by city having count ( * )    >=   4
3813,scan t1 scan t2
3814,scan t1 scan t2
3815,scan student group by major having count ( major )  between 2 and 30
3816,scan student group by major having count ( major )  between 2 and 20
3817,scan t1 scan t2
3818,scan t1 scan t2
3819,scan savings order by balance asc limit 1
3820,scan savings
3821,scan staff
3822,scan customers
3823,scan user_profiles
3824,scan reservations
3825,scan reservations
3826,scan reservations
3827,scan reservations
3828,scan campuses
3829,scan campuses
3830,scan campuses
3831,scan technician
3832,join repair_assignment.machine_id-machine.machine_id join repair_assignment.technician_id-technician.technician_id
3833,join repair_assignment.machine_id-machine.machine_id
3834,join repair_assignment.machine_id-machine.machine_id
3835,join repair_assignment.machine_id-machine.machine_id
3836,join repair_assignment.machine_id-machine.machine_id join repair_assignment.technician_id-machine.quality_rank
3837,scan employees
3838,scan roles
3839,join faculty.facid-faculty_participates_in.facid join faculty_participates_in.actid-faculty_participates_in.actid scan activity.activity_name
3840,join faculty.facid-faculty_participates_in.facid join faculty_participates_in.actid-faculty_participates_in.actid scan activity.activity_name
3841,join faculty.facid-faculty_participates_in.facid join faculty_participates_in.actid-faculty_participates_in.actid scan activity.activity_name
3842,join nomination.artwork_id-artwork.artwork_id scan nomination.result
3843,scan customers_cards
3844,join film.film_id-film_market_estimation.film_id scan film_market_estimation.year
3845,scan film
3846,scan film_market_estimation
3847,scan orders group by customer_id order by count ( * )  desc  limit 1
3848,scan orders group by customer_id order by count ( * )  desc  limit 1
3849,scan products
3850,scan user_profiles
3851,scan user_profiles
3852,scan user_profiles
3853,scan user_profiles
3854,scan institution
3855,scan building
3856,scan institution
3857,scan institution
3858,scan transactions
3859,scan review
3860,scan review
3861,join club.clubid-member_of_club.clubid join member_of_club.stuid-student.stuid scan club.clubname
3862,join club.clubid-member_of_club.clubid join member_of_club.stuid-student.stuid scan club.clubname
3863,join club.clubid-member_of_club.clubid join member_of_club.stuid-student.stuid
3864,join club.clubid-member_of_club.clubid join member_of_club.stuid-student.stuid
3865,join club.clubid-member_of_club.clubid join member_of_club.stuid-student.stuid scan student.sex
3866,join body_builder.people_id-people.people_id
3867,join body_builder.people_id-people.people_id
3868,scan t1 scan t2
3869,scan t1 scan t2
3870,scan furniture_manufacte order by price_in_dollar desc limit 1
3871,scan t1 scan t2
3872,scan manufacturer
3873,scan manufacturer
3874,scan song group by languages order by count ( * )  desc limit 1
3875,scan song
3876,scan song
3877,scan song
3878,scan song
3879,scan document_locations
3880,scan document_locations
3881,scan document_locations
3882,join office_locations.building_id-buildings.id join office_locations.company_id-companies.id scan buildings.name
3883,join office_locations.building_id-buildings.id join office_locations.company_id-companies.id scan companies.name scan buildings.name
3884,scan companies
3885,join office_locations.building_id-buildings.id join office_locations.company_id-companies.id scan companies.name scan buildings.name
3886,join office_locations.building_id-buildings.id join office_locations.company_id-companies.id scan companies.name scan buildings.name
3887,join office_locations.building_id-buildings.id join office_locations.company_id-companies.id scan companies.name
3888,scan customer_address_history
3889,scan wine
3890,scan wine group by year order by count ( * )  desc limit 1
3891,scan wine
3892,scan wine
3893,scan list
3894,scan list
3895,scan list
3896,scan list
3897,scan list
3898,join plays_games.gameid-video_games.gameid join student.stuid-plays_games.stuid scan student.lname scan student.fname
3899,scan video_games
3900,scan student
3901,join plays_games.gameid-video_games.gameid
3902,join plays_games.gameid-video_games.gameid join student.stuid-plays_games.stuid scan video_games.gname
3903,scan plays_games
3904,join photos.tourist_attraction_id-tourist_attractions.tourist_attraction_id scan photos.name
3905,join photos.tourist_attraction_id-tourist_attractions.tourist_attraction_id scan photos.name
3906,join photos.tourist_attraction_id-tourist_attractions.tourist_attraction_id scan photos.name
3907,join photos.tourist_attraction_id-tourist_attractions.tourist_attraction_id scan photos.name
3908,join photos.tourist_attraction_id-tourist_attractions.tourist_attraction_id scan photos.name
3909,scan detention
3910,scan teachers except select t1.last_name
3911,scan tryout
3912,scan match_season
3913,scan match_season group by college
3914,scan match_season
3915,scan match_season
3916,scan match_season
3917,scan match_season
3918,scan catalog_contents
3919,scan catalog_contents
3920,scan catalog_contents
3921,scan catalog_contents
3922,scan county_public_safety
3923,scan county_public_safety order by crime_rate asc limit 1
3924,scan county_public_safety order by crime_rate desc limit 1
3925,scan county_public_safety
3926,scan county_public_safety
3927,scan affected_region
3928,scan region
3929,join region.region_id-region.region_id
3930,scan products
3931,scan products
3932,scan user_profiles
3933,scan customers
3934,scan customers union select supplier_phone
3935,scan aircraft
3936,scan aircraft
3937,join aircraft.aircraft_id-airport_aircraft.aircraft_id join airport_aircraft.airport_id-airport.airport_id scan airport.airport_name
3938,scan ship
3939,scan ship order by tonnage desc limit 1
3940,scan department group by school_code having count ( distinct dept_name )   <  5
3941,scan department
3942,scan department group by school_code having count ( distinct dept_name )   <  5
3943,scan students
3944,join students.student_id-student_course_registrations.student_id
3945,join students.student_id-students.student_id
3946,scan device group by software_platform order by count ( * )  desc limit 1
3947,scan device
3948,scan device
3949,scan device
3950,scan device
3951,scan device
3952,scan wine
3953,scan wine
3954,scan projects order by project_id desc limit 1
3955,scan projects order by project_id limit 1
3956,join files.f_id-song.f_id scan files.formats
3957,join files.f_id-song.f_id
3958,join faculty.facid-faculty_participates_in.facid join activity.actid-faculty_participates_in.actid scan faculty.fname scan faculty.lname
3959,scan faculty
3960,scan faculty order by fname asc
3961,scan people
3962,join debate_people.debate_id-debate.debate_id join debate_people.affirmative-people.people_id
3963,join debate_people.debate_id-debate.debate_id join debate_people.affirmative-people.people_id
3964,join debate_people.debate_id-debate.debate_id join debate_people.affirmative-people.people_id
3965,scan city
3966,scan city
3967,join accelerator_compatible_browser.accelerator_id-web_client_accelerator.id join accelerator_compatible_browser.browser_id-browser.id scan web_client_accelerator.name
3968,join accelerator_compatible_browser.accelerator_id-web_client_accelerator.id join accelerator_compatible_browser.browser_id-browser.id scan web_client_accelerator.name
3969,scan browser
3970,scan browser
3971,scan swimmer
3972,scan has_allergy
3973,join has_allergy.allergy-allergy_type.allergy scan allergy_type.allergytype
3974,scan furniture
3975,scan furniture
3976,join furniture.furniture_id-furniture_manufacte.furniture_id join furniture_manufacte.manufacturer_id-manufacturer.manufacturer_id scan furniture.num_of_component
3977,scan physician
3978,scan procedures
3979,scan physician
3980,scan procedures
3981,scan rooms
3982,scan rooms
3983,scan files
3984,scan files group by formats
3985,scan files group by formats order by count  ( * )  desc limit 1
